date,index_name,action,symbol,source,revid
2013-09-29,SP500,remove,BMC,snapshot,575022813
2013-09-29,SP500,add,DAL,snapshot,575022813
2013-08-30,SP500,remove,FHN,snapshot,570751162
2013-08-30,SP500,add,ZTS,snapshot,570751162
2013-07-20,SP500,remove,S,snapshot,565096446
2013-07-20,SP500,remove,APOL,snapshot,565096446
2013-07-20,SP500,add,NLSN,snapshot,565096446
2013-07-20,SP500,add,FOXA,snapshot,565096446
2013-06-18,SP500,remove,HNZ,snapshot,560385556
2013-06-18,SP500,add,GM,snapshot,560385556
2013-05-24,SP500,remove,PCS,snapshot,556657177
2013-05-24,SP500,remove,MHP,snapshot,556657177
2013-05-24,SP500,remove,DF,snapshot,556657177
2013-05-24,SP500,remove,CVH,snapshot,556657177
2013-05-24,SP500,add,SPGI,snapshot,556657177
2013-05-24,SP500,add,REGN,snapshot,556657177
2013-05-24,SP500,add,MAC,snapshot,556657177
2013-05-24,SP500,add,KSU,snapshot,556657177
2013-02-27,SP500,remove,BIG,snapshot,540829941
2013-02-27,SP500,add,PVH,snapshot,540829941
2013-01-30,SP500,remove,WPI,snapshot,535613028
2013-01-30,SP500,remove,FII,snapshot,535613028
2013-01-30,SP500,add,ACT,snapshot,535613028
2013-01-30,SP500,add,ABBV,snapshot,535613028
2012-12-29,SP500,remove,TIE,snapshot,530268767
2012-12-29,SP500,remove,RRD,snapshot,530268767
2012-12-29,SP500,remove,CBE,snapshot,530268767
2012-12-29,SP500,add,GRMN,snapshot,530268767
2012-12-29,SP500,add,DG,snapshot,530268767
2012-12-29,SP500,add,APTV,snapshot,530268767
2012-10-11,SP500,remove,SUN,snapshot,517160280
2012-10-11,SP500,remove,LXK,snapshot,517160280
2012-10-11,SP500,remove,KFT,snapshot,517160280
2012-10-11,SP500,remove,DV,snapshot,517160280
2012-10-11,SP500,add,PNR,snapshot,517160280
2012-10-11,SP500,add,PETM,snapshot,517160280
2012-10-11,SP500,add,MDLZ,snapshot,517160280
2012-10-11,SP500,add,KRFT,snapshot,517160280
2012-10-11,SP500,add,ADT,snapshot,517160280
2012-09-29,SP500,remove,SHLD,snapshot,515161036
2012-09-29,SP500,remove,ANR,snapshot,515161036
2012-09-29,SP500,add,LYB,snapshot,515161036
2012-08-30,SP500,remove,GR,snapshot,509936213
2012-08-30,SP500,add,ESV,snapshot,509936213
2012-07-31,SP500,remove,PGN,snapshot,505142228
2012-07-31,SP500,add,STX,snapshot,505142228
2012-06-30,SP500,remove,SLE,snapshot,500104048
2012-06-30,SP500,remove,NVLS,snapshot,500104048
2012-06-30,SP500,add,MNST,snapshot,500104048
2012-06-30,SP500,add,LRCX,snapshot,500104048
2012-05-31,SP500,remove,SVU,snapshot,495285546
2012-05-31,SP500,remove,MMI,snapshot,495285546
2012-05-31,SP500,remove,EP,snapshot,495285546
2012-05-31,SP500,add,PSX,snapshot,495285546
2012-05-31,SP500,add,KMI,snapshot,495285546
2012-05-31,SP500,add,ALXN,snapshot,495285546
2012-04-07,SP500,remove,MHS,snapshot,486071834
